Time (EDT),AAPL,AMZN,GOOG,MSFT
2024-06-12 15:48:00,214.4900055,187.1100006,179.3099976,440.75
2024-06-12 15:49:00,214.3399963,187.3200073,179.2599945,441.269989
2024-06-12 15:50:00,213.3950043,187.2200012,179.2449951,440.7900085
2024-06-12 15:51:00,213.8500061,187.1900024,179.3000031,441.5100098
2024-06-12 15:52:00,214.4100037,187.2050018,179.2299957,441.2799988
2024-06-12 15:53:00,214.0001068,187.1000061,179.2124939,441.3775024
2024-06-12 15:54:00,213.2200012,187.0099945,179.2799988,441.6300049
2024-06-12 15:55:00,213.670105,187.0899963,179.6399994,442.1000061
2024-06-12 15:56:00,213.4299927,187.1799927,179.8899994,442.1099854
2024-06-12 15:57:00,213.2700043,187.1799927,179.8661041,442.0566101
2024-06-12 15:58:00,213.0149994,187.1950073,179.75,441.769989
2024-06-12 15:59:00,213.1116943,186.9199982,179.5599976,441
